co2,year
0.103,1981
0.073,1982
0.081,1983
0,1984
0,1985
0,1986
0,1987
0,1988
0,1989
0,1990
0,1991
0,1992
0,1993
0,1994
0,1995
0,1996
0,1997
0,1998
0,1999
0,2000
0,2001
0,2002
0,2003
0,2004
0,2005
0,2006
0,2007
0,2008
0,2009
0,2010
0,2011
0,2012
0,2013
0,2014
0,2015
0,2016
0,2017
0,2018
0,2019
0,2020
35.809,1975
37.98,1976
39.241,1977
41.534,1978
44.267,1979
44.174,1980
44.26,1981
45.679,1982
49.21,1983
48.702,1984
48.079,1985
48.754,1986
50.124,1987
52.017,1988
52.793,1989
56.898,1990
56.654,1991
61.495,1992
63.338,1993
66.791,1994
58.775,1995
59.771,1996
64.497,1997
65.158,1998
54.761,1999
56.259,2000
55.939,2001
55.43,2002
57.094,2003
54.569,2004
60.06,2005
62.005,2006
60.179,2007
66.65,2008
72.557,2009
76.278,2010
76.08,2011
79.727,2012
87.428,2013
88.699,2014
91.965,2015
93.242,2016
86.296,2017
84.881,2018
90.419,2019
89.105,2020
0.033,1975
0.04,1976
0.04,1977
0.029,1978
0.022,1979
0.048,1980
0.048,1981
0.048,1982
0.048,1983
0.048,1984
0.048,1985
0.044,1986
0.048,1987
0.051,1988
0.051,1989
0.066,1990
0.066,1991
0.07,1992
0.073,1993
0.073,1994
0.077,1995
0.081,1996
0.084,1997
0.092,1998
0.095,1999
0.103,2000
0.106,2001
0.106,2002
0.136,2003
0.147,2004
0.143,2005
0.165,2006
0.106,2007
0.11,2008
0.136,2009
0.161,2010
0.143,2011
0.154,2012
0.183,2013
0.161,2014
0.18,2015
0.216,2016
0.267,2017
0.293,2018
0.306,2019
0.258,2020
1.099,1975
1.235,1976
0.48,1977
0.322,1978
0.348,1979
0.406,1980
0.471,1981
1.343,1982
1.142,1983
1.14,1984
1.275,1985
1.062,1986
1.32,1987
1.493,1988
1.496,1989
1.008,1990
1.083,1991
1.289,1992
1.16,1993
1.769,1994
1.186,1995
1.339,1996
1.921,1997
0.355,1998
0.363,1999
0.565,2000
0.766,2001
0.575,2002
0.916,2003
0.949,2004
0.996,2005
1.127,2006
1.211,2007
1.33,2008
1.724,2009
1.962,2010
2.24,2011
2.945,2012
3.208,2013
3.102,2014
3.452,2015
3.702,2016
3.565,2017
3.623,2018
3.291,2019
3.117,2020
0.015,1975
0.015,1976
0.029,1977
0.029,1978
0.026,1979
0.029,1980
0.066,1981
0.051,1982
0.051,1983
0.022,1984
0.022,1985
0.022,1986
0.022,1987
0.022,1988
0.022,1989
0.04,1990
0.04,1991
0.04,1992
0.044,1993
0.044,1994
0.044,1995
0.048,1996
0.048,1997
0.048,1998
0.048,1999
0.048,2000
0.037,2001
0.026,2002
0.029,2003
0.051,2004
0.062,2005
0.055,2006
0.051,2007
0.051,2008
0.048,2009
0.059,2010
0.066,2011
0.07,2012
0.07,2013
0.07,2014
0.07,2015
0.07,2016
0.077,2017
0.077,2018
0.079,2019
0.079,2020
2.036,1975
2.082,1976
2.607,1977
2.912,1978
2.781,1979
2.448,1980
2.236,1981
2.071,1982
2.089,1983
1.981,1984
2.242,1985
2.578,1986
2.724,1987
2.906,1988
2.933,1989
2.913,1990
3.288,1991
3.742,1992
3.891,1993
5.2,1994
4.801,1995
4.686,1996
4.916,1997
5.234,1998
5.438,1999
5.394,2000
5.667,2001
6.245,2002
6.583,2003
6.842,2004
6.723,2005
7.007,2006
7.961,2007
7.99,2008
7.748,2009
7.493,2010
7.311,2011
7.26,2012
7.632,2013
7.748,2014
7.406,2015
7.923,2016
8.312,2017
8.222,2018
8.818,2019
7.907,2020
3.986,1975
3.961,1976
4.052,1977
4.814,1978
5.419,1979
5.569,1980
3.866,1981
5.555,1982
4.518,1983
5.133,1984
6.984,1985
5.577,1986
7.35,1987
8.805,1988
8.266,1989
4.782,1990
4.309,1991
3.844,1992
5.093,1993
4.133,1994
6.115,1995
7.335,1996
7.013,1997
6.584,1998
5.94,1999
6.463,2000
7.398,2001
6.958,2002
5.133,2003
7.335,2004
7.497,2005
6.811,2006
6.537,2007
6.592,2008
5.514,2009
6.064,2010
6.342,2011
8.339,2012
9.526,2013
9.739,2014
9.405,2015
11.798,2016
11.86,2017
10.252,2018
10.48,2019
10.071,2020
13.551,1975
13.976,1976
13.544,1977
15.251,1978
16.673,1979
16.358,1980
17.557,1981
16.126,1982
17.414,1983
18.425,1984
18.854,1985
19.784,1986
19.313,1987
20.024,1988
19.98,1989
22.978,1990
16.986,1991
16.371,1992
16.808,1993
16.053,1994
16.816,1995
17.344,1996
18.557,1997
19.012,1998
20.023,1999
19.661,2000
20.783,2001
21.888,2002
23.214,2003
22.892,2004
23.346,2005
23.554,2006
24.866,2007
23.599,2008
21.809,2009
21.019,2010
20.652,2011
19.089,2012
18.436,2013
17.682,2014
17.817,2015
18.083,2016
18.718,2017
17.698,2018
17.779,2019
16.982,2020
27.039,1975
27.197,1976
29.374,1977
30.661,1978
31.685,1979
31.374,1980
32.723,1981
34.527,1982
30.821,1983
32.581,1984
32.556,1985
33.547,1986
33.933,1987
35.616,1988
35.719,1989
29.648,1990
27.17,1991
20.593,1992
19.823,1993
21.382,1994
22.835,1995
23.333,1996
24.809,1997
24.294,1998
24.467,1999
25.775,2000
25.216,2001
25.524,2002
25.943,2003
25.221,2004
24.442,2005
24.693,2006
24.24,2007
28.108,2008
28.396,2009
34.2,2010
29.431,2011
29.742,2012
28.024,2013
27.442,2014
29.311,2015
28.178,2016
25.208,2017
22.609,2018
22.525,2019
20.152,2020
8.234,1975
17.589,1976
9.187,1977
7.824,1978
8.208,1979
8.446,1980
8.045,1981
8.995,1982
4.623,1983
11.544,1984
13.512,1985
2.59,1986
2.303,1987
2.268,1988
4.318,1989
4.624,1990
3.69,1991
3.04,1992
4.693,1993
4.499,1994
4.453,1995
4.165,1996
4.359,1997
0.241,1998
1.803,1999
4.784,2000
4.871,2001
4.696,2002
4.699,2003
4.931,2004
4.887,2005
5.093,2006
5.734,2007
5.515,2008
5.643,2009
3.887,2010
4.959,2011
5.837,2012
5.503,2013
6.408,2014
6.925,2015
5.8,2016
4.426,2017
3.829,2018
3.761,2019
3.335,2020
1.991,1975
2.488,1976
2.699,1977
2.845,1978
3.045,1979
3.261,1980
3.096,1981
3.157,1982
3.151,1983
3.235,1984
3.145,1985
3.606,1986
4.185,1987
4.198,1988
4.43,1989
4.652,1990
5.141,1991
5.516,1992
5.759,1993
6.001,1994
5.872,1995
6.222,1996
6.31,1997
6.607,1998
6.874,1999
7.12,2000
6.994,2001
7.184,2002
7.574,2003
7.801,2004
7.955,2005
8.183,2006
8.502,2007
8.714,2008
8.469,2009
8.1,2010
7.786,2011
7.262,2012
6.581,2013
6.95,2014
6.97,2015
7.373,2016
7.523,2017
7.34,2018
7.34,2019
6.496,2020
170.746,1975
177.452,1976
182.811,1977
184.394,1978
179.514,1979
181.592,1980
179.596,1981
177.937,1982
178.172,1983
184.302,1984
181.855,1985
183.149,1986
180.968,1987
177.844,1988
169.623,1989
164.203,1990
148.892,1991
144.617,1992
138.634,1993
132.37,1994
131.601,1995
134.955,1996
130.725,1997
125.309,1998
116.614,1999
127.127,2000
127.024,2001
123.94,2002
127.413,2003
128.169,2004
125.679,2005
126.493,2006
128.307,2007
122.995,2008
115.239,2009
117.603,2010
115.168,2011
111.289,2012
106.526,2013
104.095,2014
104.865,2015
106.685,2016
107.613,2017
106.132,2018
100.812,2019
87.975,2020
3.233,1975
3.405,1976
3.477,1977
3.526,1978
3.74,1979
3.485,1980
3.755,1981
3.047,1982
3.998,1983
3.932,1984
3.612,1985
3.346,1986
3.816,1987
3.978,1988
4.352,1989
4.249,1990
3.133,1991
2.808,1992
2.662,1993
1.698,1994
2.104,1995
2.311,1996
1.875,1997
1.656,1998
1.317,1999
0.893,2000
0.77,2001
0.85,2002
1.037,2003
1.149,2004
1.445,2005
1.552,2006
1.697,2007
1.811,2008
1.694,2009
1.962,2010
2.44,2011
2.356,2012
3.538,2013
4.631,2014
2.793,2015
2.014,2016
2.474,2017
2.78,2018
2.689,2019
2.477,2020
55.745,1975
60.103,1976
61.818,1977
61.096,1978
62.978,1979
60.348,1980
51.773,1981
53.684,1982
50.168,1983
50.856,1984
60.065,1985
58.907,1986
58.346,1987
55.112,1988
48.809,1989
53.573,1990
64.189,1991
58.38,1992
60.626,1993
64.689,1994
61.602,1995
74.852,1996
65.451,1997
61.219,1998
58.635,1999
54.292,2000
55.879,2001
55.538,2002
60.626,2003
55.076,2004
51.506,2005
59.429,2006
54.656,2007
51.22,2008
48.816,2009
49.171,2010
44.215,2011
39.84,2012
41.746,2013
37.543,2014
35.204,2015
37.011,2016
34.743,2017
34.672,2018
30.897,2019
26.195,2020
0.198,1975
0.198,1976
0.198,1977
0.202,1978
0.363,1979
0.348,1980
0.3,1981
0.348,1982
0.348,1983
0.352,1984
0.359,1985
0.377,1986
0.388,1987
0.348,1988
0.388,1989
0.275,1990
0.286,1991
0.3,1992
0.3,1993
0.293,1994
0.311,1995
0.293,1996
0.33,1997
0.385,1998
0.385,1999
0.366,2000
0.366,2001
0.399,2002
0.421,2003
0.407,2004
0.414,2005
0.41,2006
0.462,2007
0.498,2008
0.458,2009
0.517,2010
0.473,2011
0.487,2012
0.557,2013
0.388,2014
0.447,2015
0.4,2016
0.403,2017
0.389,2018
0.402,2019
0.351,2020
0.029,1975
0.029,1976
0.026,1977
0.026,1978
0.033,1979
0.037,1980
0.037,1981
0.04,1982
0.04,1983
0.044,1984
0.048,1985
0.048,1986
0.048,1987
0.055,1988
0.059,1989
0.059,1990
0.059,1991
0.059,1992
0.062,1993
0.066,1994
0.081,1995
0.073,1996
0.081,1997
0.077,1998
0.081,1999
0.103,2000
0.11,2001
0.103,2002
0.117,2003
0.143,2004
0.143,2005
0.143,2006
0.183,2007
0.165,2008
0.161,2009
0.172,2010
0.154,2011
0.165,2012
0.169,2013
0.176,2014
0.176,2015
0.18,2016
0.161,2017
0.161,2018
0.157,2019
0.139,2020
6.333,1975
6.322,1976
5.599,1977
5.43,1978
6.786,1979
6.427,1980
6.135,1981
6.303,1982
7.866,1983
7.39,1984
7.242,1985
8.121,1986
9.687,1987
9.74,1988
10.258,1989
8.936,1990
9.538,1991
10.418,1992
11.209,1993
11.796,1994
15.107,1995
16.484,1996
17.266,1997
17.788,1998
17.821,1999
18.992,2000
19.145,2001
20.949,2002
21.345,2003
17.333,2004
17.941,2005
19.112,2006
19.993,2007
20.332,2008
19.781,2009
20.553,2010
21.318,2011
21.255,2012
21.267,2013
21.801,2014
23.495,2015
24.645,2016
24.017,2017
25.698,2018
27.52,2019
27.769,2020
3628.109,1975
3904.294,1976
3865.427,1977
3995.781,1978
4105.675,1979
4069.616,1980
3855.106,1981
3763.599,1982
3720.613,1983
3755.587,1984
3812.653,1985
3796.53,1986
3830.322,1987
3787.56,1988
3825.595,1989
3863.411,1990
3799.887,1991
3672.347,1992
3603.904,1993
3585.958,1994
3635.345,1995
3720.561,1996
3654.818,1997
3645.888,1998
3589.873,1999
3601.249,2000
3658.646,2001
3659.456,2002
3743.619,2003
3754.793,2004
3735.105,2005
3744.767,2006
3702.618,2007
3616.942,2008
3324.52,2009
3425.813,2010
3326.279,2011
3252.49,2012
3171.554,2013
3035.948,2014
3088.882,2015
3095.704,2016
3120.029,2017
3046.089,2018
2909.711,2019
2598.575,2020
4231.356,1975
4502.82,1976
4469.789,1977
4600.494,1978
4750.188,1979
4648.651,1980
4415.661,1981
4311.839,1982
4266.098,1983
4284.695,1984
4372.28,1985
4365.084,1986
4401.989,1987
4357.854,1988
4407.171,1989
4463.754,1990
4408.318,1991
4265.231,1992
4182.54,1993
4160.598,1994
4201.913,1995
4308.749,1996
4217.151,1997
4213.488,1998
4150.982,1999
4168.834,2000
4234.959,2001
4219.522,2002
4315.091,2003
4327.697,2004
4305.067,2005
4312.339,2006
4261.854,2007
4161.44,2008
3818.415,2009
3937.444,2010
3795.732,2011
3740.006,2012
3648.941,2013
3474.489,2014
3511.222,2015
3495.042,2016
3507.594,2017
3427.978,2018
3278.72,2019
2928.154,2020
7.355,1975
8.101,1976
7.472,1977
10.406,1978
12.14,1979
13.407,1980
16.653,1981
19.235,1982
19.503,1983
21.19,1984
19.353,1985
15.194,1986
15.022,1987
17.169,1988
20.154,1989
16.458,1990
16.157,1991
21.96,1992
24.089,1993
13.54,1994
22.686,1995
24.025,1996
18.206,1997
22.313,1998
21.364,1999
20.562,2000
22.94,2001
24.753,2002
26.747,2003
28.786,2004
29.97,2005
28.895,2006
33.686,2007
29.573,2008
32.503,2009
34.826,2010
37.398,2011
37.154,2012
39.362,2013
43.207,2014
40.759,2015
39.504,2016
39.276,2017
37.919,2018
36.758,2019
30.932,2020
31.06,1975
34.45,1976
37.815,1977
39.261,1978
42.89,1979
45.176,1980
50.903,1981
56.431,1982
56.98,1983
63.704,1984
63.807,1985
74.393,1986
74.614,1987
74.309,1988
71.905,1989
75.218,1990
77.296,1991
79.94,1992
92.278,1993
84.556,1994
94.89,1995
93.569,1996
107.513,1997
121.466,1998
124.496,1999
140.35,2000
124.294,2001
125.782,2002
146.463,2003
149.143,2004
165.044,2005
176.019,2006
185.907,2007
194.764,2008
203.17,2009
200.841,2010
213.027,2011
208.718,2012
206.949,2013
221.668,2014
219.167,2015
234.123,2016
250.605,2017
227.721,2018
225.882,2019
213.457,2020
2.105,1975
2.207,1976
2.282,1977
2.381,1978
2.377,1979
2.119,1980
1.819,1981
1.752,1982
1.885,1983
1.588,1984
1.965,1985
1.967,1986
2.414,1987
2.433,1988
2.547,1989
2.475,1990
3.155,1991
3.317,1992
3.976,1993
4.513,1994
4.998,1995
4.414,1996
5.416,1997
5.731,1998
5.588,1999
5.671,2000
5.857,2001
6.07,2002
6.435,2003
6.254,2004
6.298,2005
6.718,2006
6.846,2007
6.405,2008
6.312,2009
6.319,2010
6.499,2011
6.472,2012
6.094,2013
6.151,2014
6.675,2015
6.646,2016
6.016,2017
6.371,2018
6.853,2019
6.124,2020
0.062,1975
0.062,1976
0.062,1977
0.07,1978
0.062,1979
0.059,1980
0.07,1981
0.073,1982
0.062,1983
0.081,1984
0.066,1985
0.081,1986
0.099,1987
0.106,1988
0.117,1989
0.062,1990
0.066,1991
0.066,1992
0.07,1993
0.077,1994
0.084,1995
0.128,1996
0.304,1997
0.264,1998
0.407,1999
0.616,2000
2.964,2001
7.782,2002
7.962,2003
9.962,2004
8.039,2005
7.108,2006
5.584,2007
6.119,2008
5.408,2009
6.804,2010
9.464,2011
9.175,2012
11.578,2013
11.179,2014
10.834,2015
11.388,2016
12.285,2017
11.212,2018
10.27,2019
10.265,2020
0,1975
0,1976
0,1977
0,1978
0,1979
0,1980
0,1981
0,1982
0,1983
0,1984
0,1985
0,1986
0,1987
0,1988
0,1989
0,1990
0,1991
0,1992
0,1993
0.744,1994
0.823,1995
0.898,1996
0.808,1997
0.586,1998
0.615,1999
0.604,2000
0.626,2001
0.601,2002
0.71,2003
0.769,2004
0.769,2005
0.549,2006
0.563,2007
0.409,2008
0.497,2009
0.497,2010
0.556,2011
0.605,2012
0.621,2013
0.631,2014
0.634,2015
0.645,2016
0.704,2017
0.805,2018
0.835,2019
0.722,2020
30.192,1975
31.353,1976
32.419,1977
33.527,1978
33.802,1979
35.135,1980
34.463,1981
35.114,1982
35.617,1983
35.935,1984
38.762,1985
38.761,1986
37.862,1987
37.92,1988
38.869,1989
37.65,1990
33.823,1991
24.355,1992
19.404,1993
20.036,1994
18.213,1995
19.134,1996
18.645,1997
16.917,1998
15.912,1999
15.485,2000
15.866,2001
15.349,2002
17.235,2003
17.368,2004
17.156,2005
16.502,2006
20.022,2007
17.875,2008
14.489,2009
18.995,2010
19.091,2011
17.846,2012
19.738,2013
18.885,2014
15.859,2015
17.567,2016
18.788,2017
17.945,2018
12.38,2019
10.452,2020
0.337,1975
0.333,1976
0.341,1977
0.44,1978
0.447,1979
0.465,1980
0.436,1981
0.436,1982
0.271,1983
0.333,1984
0.44,1985
0.458,1986
0.436,1987
0.436,1988
0.436,1989
0.96,1990
0.872,1991
0.832,1992
0.711,1993
1.077,1994
1.063,1995
0.788,1996
1.143,1997
1.161,1998
1.238,1999
1.209,2000
1.096,2001
1.081,2002
1.004,2003
1,2004
1.015,2005
1.015,2006
1.041,2007
1.022,2008
1.059,2009
0.997,2010
1.008,2011
1.169,2012
1.4,2013
0.769,2014
0.868,2015
1.055,2016
0.986,2017
1.033,2018
1.013,2019
0.956,2020
1.209,1975
1.175,1976
1.047,1977
1.369,1978
1.844,1979
1.817,1980
1.86,1981
1.474,1982
1.835,1983
1.65,1984
1.799,1985
2.195,1986
2.554,1987
2.64,1988
2.794,1989
2.987,1990
2.958,1991
2.937,1992
2.994,1993
2.197,1994
2.506,1995
2.794,1996
2.98,1997
3.147,1998
3.094,1999
3.463,2000
4.265,2001
4.432,2002
4.87,2003
5.159,2004
4.956,2005
5.318,2006
5.84,2007
6.418,2008
6.453,2009
6.337,2010
7.402,2011
8.109,2012
9.781,2013
12.017,2014
12.694,2015
14.347,2016
15.238,2017
16.149,2018
16.371,2019
14.665,2020
6889.733,1975
7264.647,1976
7320.281,1977
7552.39,1978
7732.355,1979
7735.701,1980
7453.972,1981
7394.331,1982
7400.814,1983
7451.776,1984
7775.661,1985
7788.33,1986
7812.748,1987
7846.139,1988
7813.968,1989
8015.589,1990
7714.386,1991
7078.818,1992
6791.984,1993
6433.785,1994
6415.241,1995
6464.354,1996
6258.128,1997
6232.187,1998
6147.589,1999
6149.034,2000
6275.941,2001
6241.656,2002
6387.841,2003
6419.131,2004
6410.33,2005
6509.434,2006
6457.352,2007
6384.572,2008
5871.171,2009
6098.535,2010
6023.668,2011
5972.232,2012
5815.575,2013
5589.757,2014
5594.384,2015
5590.253,2016
5620.307,2017
5593.057,2018
5430.239,2019
4946.034,2020
3281.614,1975
3381.113,1976
3476.324,1977
3578.822,1978
3649.074,1979
3689.36,1980
3621.712,1981
3654.008,1982
3703.816,1983
3720.019,1984
3988.695,1985
4015.297,1986
4001.669,1987
4077.348,1988
4006.242,1989
4171.84,1990
3932.418,1991
3420.664,1992
3200.001,1993
2858.198,1994
2789.03,1995
2753.004,1996
2611.99,1997
2594.605,1998
2565.433,1999
2554.866,2000
2624.792,2001
2589.72,2002
2651.948,2003
2672.068,2004
2683.035,2005
2772.977,2006
2763.372,2007
2775.829,2008
2554.107,2009
2681.276,2010
2705.2,2011
2727.261,2012
2651.39,2013
2560.981,2014
2512.764,2015
2501.759,2016
2507.493,2017
2554.828,2018
2528.176,2019
2354.232,2020
2678.367,1975
2782.587,1976
2871.962,1977
2974.108,1978
3004.562,1979
3110.325,1980
3061.158,1981
3105.768,1982
3158.33,1983
3190.911,1984
3429.068,1985
3446.743,1986
3430.001,1987
3507.055,1988
3424.666,1989
3571.496,1990
3323.987,1991
2827.78,1992
2621.366,1993
2283.557,1994
2222.462,1995
2164.817,1996
2049.657,1997
2027.005,1998
2004.325,1999
1987.281,2000
2048.479,2001
2029.654,2002
2080.476,2003
2099.164,2004
2113.073,2005
2205.405,2006
2204.135,2007
2231.331,2008
2060.213,2009
2169.645,2010
2235.747,2011
2239.745,2012
2174.002,2013
2122.44,2014
2090.424,2015
2102.422,2016
2119.928,2017
2172.939,2018
2159.167,2019
2024.653,2020
0.348,1975
0.33,1976
0.407,1977
0.399,1978
0.48,1979
0.421,1980
0.44,1981
0.458,1982
0.487,1983
0.498,1984
0.517,1985
0.491,1986
0.498,1987
0.528,1988
0.579,1989
0.703,1990
0.656,1991
0.649,1992
0.583,1993
0.575,1994
0.572,1995
0.601,1996
0.59,1997
0.623,1998
0.63,1999
0.689,2000
0.762,2001
0.725,2002
0.733,2003
0.747,2004
0.722,2005
0.678,2006
0.689,2007
0.63,2008
0.575,2009
0.63,2010
0.568,2011
0.59,2012
0.649,2013
0.597,2014
0.608,2015
0.63,2016
0.707,2017
0.725,2018
0.736,2019
0.684,2020
0.623,1975
0.483,1976
0.765,1977
0.709,1978
0.836,1979
0.792,1980
1.077,1981
0.835,1982
0.709,1983
0.577,1984
0.573,1985
0.598,1986
0.472,1987
0.55,1988
0.625,1989
0.805,1990
0.662,1991
0.741,1992
0.743,1993
0.738,1994
0.755,1995
0.814,1996
0.783,1997
0.762,1998
0.775,1999
0.833,2000
1.046,2001
0.88,2002
1.037,2003
1.341,2004
1.082,2005
1.203,2006
1.14,2007
0.879,2008
0.778,2009
1.202,2010
1.068,2011
1.042,2012
1.099,2013
1.244,2014
1.294,2015
1.26,2016
1.362,2017
1.352,2018
1.392,2019
1.393,2020
46.026,1975
51.198,1976
50.137,1977
51.825,1978
54.237,1979
58.139,1980
51.403,1981
42.976,1982
41.463,1983
42.147,1984
49.549,1985
53.214,1986
57.533,1987
52.058,1988
52.448,1989
56.968,1990
55.23,1991
54.284,1992
56.348,1993
61.711,1994
58.14,1995
64.057,1996
62.719,1997
59.37,1998
58.892,1999
57.038,2000
62.536,2001
65.06,2002
72.658,2003
68.961,2004
57.047,2005
68.389,2006
66.765,2007
58.617,2008
55.937,2009
64.103,2010
56.667,2011
51.229,2012
51.728,2013
47.645,2014
44.126,2015
47.229,2016
44.652,2017
45.849,2018
42.546,2019
39.288,2020
480.182,1975
521.988,1976
505.137,1977
526.982,1978
530.74,1979
509.285,1980
457.517,1981
438.607,1982
421.557,1983
410.104,1984
403.207,1985
388.262,1986
385.362,1987
382.765,1988
396.782,1989
392.998,1990
417.134,1991
406.979,1992
387.667,1993
381.026,1994
385.975,1995
402.403,1996
395.245,1997
413.906,1998
411.544,1999
405.901,2000
410.533,2001
406.01,2002
411.946,2003
413.149,2004
415.518,2005
405.761,2006
395.428,2007
387.992,2008
368.631,2009
376.576,2010
353.735,2011
355.932,2012
357.537,2013
325.886,2014
329.91,2015
333.579,2016
336.996,2017
322.372,2018
315.931,2019
276.634,2020
0,1975
0,1976
0,1977
0,1978
0,1979
0,1980
0,1981
0,1982
0,1983
0,1984
0,1985
0,1986
0,1987
0,1988
0,1989
0,1990
0,1991
0,1992
0,1993
0,1994
0,1995
0,1996
0,1997
0,1998
0,1999
0,2000
0,2001
0,2002
0,2003
0,2004
0,2005
0,2006
0,2007
0,2008
0,2009
0,2010
0,2011
0,2012
0,2013
0,2014
0,2015
0,2016
0,2017
0,2018
0,2019
0,2020
0.117,1975
0.275,1976
0.341,1977
0.33,1978
0.546,1979
0.374,1980
0.326,1981
0.363,1982
0.385,1983
0.355,1984
0.366,1985
0.366,1986
0.418,1987
0.517,1988
0.671,1989
0.71,1990
0.8,1991
0.81,1992
0.859,1993
0.761,1994
0.711,1995
0.586,1996
0.546,1997
0.645,1998
0.515,1999
0.503,2000
0.558,2001
0.506,2002
0.646,2003
0.63,2004
0.595,2005
0.508,2006
0.6,2007
0.582,2008
0.766,2009
0.712,2010
0.714,2011
0.706,2012
0.692,2013
0.691,2014
0.702,2015
0.718,2016
0.705,2017
0.699,2018
0.728,2019
0.728,2020
0.213,1975
0.264,1976
0.275,1977
0.311,1978
0.282,1979
0.293,1980
0.33,1981
0.337,1982
0.421,1983
0.462,1984
0.59,1985
0.608,1986
0.612,1987
0.575,1988
0.542,1989
0.44,1990
0.436,1991
0.414,1992
0.429,1993
0.443,1994
0.432,1995
0.436,1996
0.454,1997
0.451,1998
0.498,1999
0.572,2000
0.682,2001
0.685,2002
0.74,2003
0.725,2004
0.784,2005
0.78,2006
0.769,2007
0.795,2008
0.799,2009
0.802,2010
0.788,2011
0.773,2012
0.788,2013
0.769,2014
0.784,2015
0.758,2016
0.766,2017
0.802,2018
0.827,2019
0.828,2020
0,1975
0,1976
0,1977
0,1978
0,1979
0,1980
0,1981
0,1982
0,1983
0,1984
0,1985
0,1986
0,1987
0,1988
0,1989
0,1990
0,1991
0,1992
0,1993
0,1994
0,1995
0,1996
0,1997
0,1998
0,1999
0,2000
0,2001
0,2002
0,2003
0,2004
0,2005
0,2006
0,2007
0,2008
0,2009
0,2010
0,2011
0,2012
0,2013
0,2014
0,2015
0,2016
0,2017
0,2018
0,2019
0,2020
5.364,1975
5.704,1976
6.306,1977
7.555,1978
6.747,1979
6.625,1980
6.564,1981
6.544,1982
5.509,1983
5.979,1984
6.299,1985
4.951,1986
4.009,1987
4.321,1988
5.757,1989
4.485,1990
4.522,1991
4.917,1992
4.975,1993
4.375,1994
4.606,1995
4.754,1996
4.775,1997
4.956,1998
4.788,1999
4.669,2000
4.772,2001
4.544,2002
4.614,2003
4.658,2004
4.859,2005
4.143,2006
4.09,2007
4.163,2008
4.233,2009
4.783,2010
4.93,2011
5.034,2012
5.269,2013
5.317,2014
5.269,2015
5.441,2016
4.598,2017
4.759,2018
4.488,2019
4.298,2020
0.099,1975
0.099,1976
0.114,1977
0.139,1978
0.147,1979
0.158,1980
0.158,1981
0.161,1982
0.161,1983
0.172,1984
0.172,1985
0.161,1986
0.18,1987
0.183,1988
0.18,1989
0.198,1990
0.198,1991
0.198,1992
0.209,1993
0.209,1994
0.216,1995
0.22,1996
0.224,1997
0.242,1998
0.275,1999
0.275,2000
0.3,2001
0.3,2002
0.3,2003
0.322,2004
0.326,2005
0.352,2006
0.352,2007
0.366,2008
0.381,2009
0.432,2010
0.447,2011
0.454,2012
0.432,2013
0.513,2014
0.524,2015
0.531,2016
0.535,2017
0.542,2018
0.547,2019
0.5,2020
12.288,1975
12.759,1976
13.192,1977
13.647,1978
13.758,1979
14.293,1980
14.031,1981
14.295,1982
14.501,1983
14.631,1984
15.77,1985
15.571,1986
15.724,1987
16.315,1988
16.192,1989
15.945,1990
15.869,1991
15.277,1992
9.916,1993
6.068,1994
2.29,1995
4.054,1996
4.426,1997
4.939,1998
4.311,1999
4.5,2000
3.732,2001
3.352,2002
3.735,2003
4.276,2004
5.018,2005
6.097,2006
6.365,2007
5.309,2008
6.136,2009
6.208,2010
7.805,2011
8.252,2012
8.009,2013
8.934,2014
9.747,2015
10.066,2016
10.18,2017
10.105,2018
10.48,2019
9.968,2020
1002.447,1975
1090.84,1976
1052.609,1977
1079.133,1978
1117.888,1979
1100.066,1980
1048.523,1981
1015.734,1982
1011.605,1983
1033.245,1984
1044.118,1985
1047.472,1986
1032.443,1987
1029.024,1988
1008.792,1989
1052.477,1990
1014.225,1991
965.893,1992
956.132,1993
939.815,1994
938.968,1995
959.151,1996
931.324,1997
923.357,1998
895.874,1999
899.852,2000
916.649,2001
899.971,2002
901.152,2003
887.089,2004
866.697,2005
878.32,2006
851.624,2007
854.927,2008
790.295,2009
832.949,2010
809.217,2011
813.985,2012
831.454,2013
792.588,2014
795.61,2015
800.687,2016
785.883,2017
754.112,2018
711.428,2019
644.31,2020
2.742,1975
2.427,1976
2.992,1977
2.957,1978
2.649,1979
2.548,1980
3.03,1981
3.028,1982
3.639,1983
2.567,1984
3.302,1985
3.03,1986
3.264,1987
3.411,1988
3.295,1989
3.791,1990
4.209,1991
3.662,1992
4.31,1993
5.089,1994
5.154,1995
5.469,1996
6.205,1997
6.245,1998
6.37,1999
6.101,2000
6.734,2001
7.233,2002
7.438,2003
7.153,2004
6.803,2005
9.159,2006
9.619,2007
8.925,2008
7.498,2009
9.71,2010
11.226,2011
14.315,2012
14.18,2013
14.755,2014
16.114,2015
16.547,2016
13.74,2017
16.683,2018
16.918,2019
16.001,2020
38.67,1975
42.656,1976
46.657,1977
47.678,1978
50.819,1979
50.889,1980
50.125,1981
51.509,1982
54.789,1983
56.285,1984
59.772,1985
58.274,1986
62.576,1987
67.052,1988
73.231,1989
83.426,1990
83.401,1991
84.983,1992
84.296,1993
86.442,1994
86.979,1995
89.132,1996
93.821,1997
98.641,1998
97.958,1999
102.999,2000
105.386,2001
105.021,2002
109.09,2003
109.547,2004
113.931,2005
112.472,2006
114.592,2007
111.125,2008
